0.4199999, 0, 0, 5.948032, 1.563143, 0, 419.7378, -1478.245, -3.908116, 0.01207565, 0.1239967, 28.89945, 2.06354, 1.627834, 11.79117
0.7699996, -0.6173105, -0.1905875, 10.05405, 1.676569, 1.4295016096767153356934197724, 1474.006, -1508.145, -3.908116, 0.01207565, 0.1239967, 54.19421, 1.97639, 1.609442, 12.02092
 
0.7799996, -0.6099188, -0.1967606, 10.17764, 1.679514, 1.3789490593571205357267686071, 1515.096, -1509.017, -3.908116, 0.01207565, 0.1239967, 54.94584, 1.979061, 1.608917, 12.02749
 
0.7899995, -0.6012042, -0.2028598, 10.30153, 1.682412, 1.3284709156604638254684797469, 1556.824, -1509.891, -3.908116, 0.01207565, 0.1239967, 55.69886, 1.981755, 1.608391, 12.03405
 
0.7999995, -0.5911157, -0.2088719, 10.42575, 1.685313, 1.2780627832588109805880579912, 1599.195, -1510.765, -3.908116, 0.01207565, 0.1239967, 56.45326, 1.984472, 1.607866, 12.04062
 
0.8099995, -0.5796026, -0.214783, 10.55026, 1.688167, 1.2277193249682380592670992097, 1642.209, -1511.641, -3.908116, 0.01207565, 0.1239967, 57.20903, 1.987213, 1.60734, 12.04718
 
0.8199995, -0.5666124, -0.220579, 10.67515, 1.691075, 1.1774406977647396849803070877, 1685.869, -1512.517, -3.908116, 0.01207565, 0.1239967, 57.96614, 1.989977, 1.606815, 12.05374
 
0.8299995, -0.552099, -0.2262452, 10.80022, 1.693833, 1.1272287853602905834235665950, 1730.175, -1513.395, -3.908116, 0.01207565, 0.1239967, 58.72458, 1.992766, 1.60629, 12.06031
 
0.8399995, -0.5360111, -0.2317661, 10.92572, 1.696696, 1.0770908086507862825912115724, 1775.131, -1514.273, -3.908116, 0.01207565, 0.1239967, 59.48433, 1.995579, 1.605764, 12.06687
 
0.8499995, -0.5183046, -0.2371263, 11.0515, 1.699512, 1.0270328897001442485548737650, 1820.738, -1515.153, -3.908116, 0.01207565, 0.1239967, 60.24539, 1.998416, 1.605239, 12.07344
 
0.8599995, -0.4989355, -0.2423093, 11.1775, 1.702228, 0.9770663307801971378900866937, 1866.998, -1516.033, -3.908116, 0.01207565, 0.1239967, 61.00774, 2.001276, 1.604713, 12.08
 
0.8699995, -0.4778588, -0.2472987, 11.30392, 1.70505, 0.9272058876347393813747240795, 1913.912, -1516.915, -3.908116, 0.01207565, 0.1239967, 61.77133, 2.004159, 1.604188, 12.08657
 
0.8799995, -0.4550419, -0.2520773, 11.43055, 1.707772, 0.8774711822634929231011316785, 1961.482, -1517.797, -3.908116, 0.01207565, 0.1239967, 62.53617, 2.007064, 1.603662, 12.09313
 
0.8899994, -0.4304454, -0.2566277, 11.5575, 1.710498, 0.8278788541222127917032695122, 2009.707, -1518.681, -3.908116, 0.01207565, 0.1239967, 63.30221, 2.009989, 1.603137, 12.09969
 
0.8999994, -0.404041, -0.2609321, 11.68477, 1.713226, 0.7784535484425556261424800969, 2058.592, -1519.566, -3.908116, 0.01207565, 0.1239967, 64.06947, 2.012935, 1.602611, 12.10626
 
0.9099994, -0.3758013, -0.2649726, 11.81229, 1.715906, 0.7292200674321617005349662244, 2108.135, -1520.451, -3.908116, 0.01207565, 0.1239967, 64.8379, 2.015898, 1.602086, 12.11282
 
0.9199994, -0.345708, -0.2687306, 11.94007, 1.718537, 0.6802079225786151671565424467, 2158.34, -1521.338, -3.908116, 0.01207565, 0.1239967, 65.6075, 2.018879, 1.60156, 12.11939
 
0.9299994, -0.3137407, -0.2721877, 12.06825, 1.721274, 0.6314464683934961362484538506, 2209.208, -1522.225, -3.908116, 0.01207565, 0.1239967, 66.37825, 2.021874, 1.601035, 12.12595
 
0.9399994, -0.2798994, -0.2753251, 12.19653, 1.723809, 0.5829718093562916663422354186, 2260.736, -1523.114, -3.908116, 0.01207565, 0.1239967, 67.15009, 2.024881, 1.600509, 12.13252
 
0.9499994, -0.2441758, -0.2781241, 12.32525, 1.726499, 0.5348214627304608341214644883, 2312.928, -1524.004, -3.908116, 0.01207565, 0.1239967, 67.92303, 2.027898, 1.599984, 12.13908
 
0.9599994, -0.2065838, -0.2805658, 12.45412, 1.729039, 0.4870338876354649918374483670, 2365.787, -1524.894, -3.908116, 0.01207565, 0.1239967, 68.69709, 2.030922, 1.599458, 12.14565
 
0.9699994, -0.1671335, -0.2826317, 12.58333, 1.731632, 0.4396505257347072910402380177, 2419.308, -1525.786, -3.908116, 0.01207565, 0.1239967, 69.47217, 2.033951, 1.598933, 12.15221
 
0.9799994, -0.1258545, -0.284303, 12.71277, 1.734176, 0.3927184698275181998874945734, 2473.496, -1526.678, -3.908116, 0.01207565, 0.1239967, 70.24828, 2.03698, 1.598408, 12.15877
 
0.9899994, -0.08278335, -0.2855616, 12.8425, 1.736724, 0.3462852836412199057608783723, 2528.351, -1527.572, -3.908116, 0.01207565, 0.1239967, 71.02541, 2.040007, 1.597882, 12.16534
 
0.9999993, -0.03796767, -0.2863894, 12.97246, 1.739221, 0.3004010425190988039565928728, 2583.873, -1528.467, -3.908116, 0.01207565, 0.1239967, 71.80354, 2.043027, 1.597357, 12.1719
 
1.009999, 0.008535231, -0.2867691, 13.10269, 1.741722, 0.2551173915644189197174309833, 2640.061, -1529.362, -3.908116, 0.01207565, 0.1239967, 72.58261, 2.046036, 1.596831, 12.17847
 
1.019999, 0.05665005, -0.2866837, 13.2332, 1.744224, 0.2104913130643682201045897425, 2696.917, -1530.259, -3.908116, 0.01207565, 0.1239967, 73.36264, 2.04903, 1.596306, 12.18503
 
1.029999, 0.1062909, -0.2861172, 13.36388, 1.746626, 0.1665779055941615162433588492, 2754.442, -1531.157, -3.908116, 0.01207565, 0.1239967, 74.14359, 2.052004, 1.59578, 12.1916
 
1.039999, 0.1573633, -0.2850543, 13.49493, 1.749133, 0.1234355956201661947457976362, 2812.635, -1532.055, -3.908116, 0.01207565, 0.1239967, 74.92545, 2.054952, 1.595255, 12.19816
 
1.049999, 0.2097463, -0.2834807, 13.62616, 1.751565, 0.0811268124966925985877685341, 2871.499, -1532.955, -3.908116, 0.01207565, 0.1239967, 75.70821, 2.057871, 1.594729, 12.20472
 
1.059999, 0.2633111, -0.2813832, 13.75758, 1.753921, 0.0397129809316655445553144887, 2931.03, -1533.856, -3.908116, 0.01207565, 0.1239967, 76.49181, 2.060753, 1.594204, 12.21129
 
1.069999, 0.3179145, -0.2787501, 13.88928, 1.756305, -0.0007422296102227676458896929, 2991.23, -1534.757, -3.908116, 0.01207565, 0.1239967, 77.27626, 2.063488, 1.593678, 12.21785
 
1.079999, 0.3727062, -0.275571, 14.02123, 1.758692, -0.0401720101443239365610037253, 3052.098, -1535.66, -3.908116, 0.01207565, 0.1239967, 78.06152, 2.06072, 1.593153, 12.22442
 
1.089999, 0.4268984, -0.2718439, 14.15336, 1.761002, -0.0785095830811897412381101639, 3113.634, -1536.564, -3.908116, 0.01207565, 0.1239967, 78.84755, 2.058052, 1.592627, 12.23098
 
1.099999, 0.4803597, -0.2675749, 14.28576, 1.763341, -0.1156900074505456307868034580, 3175.839, -1537.469, -3.908116, 0.01207565, 0.1239967, 79.63437, 2.055485, 1.592102, 12.23755
 
1.109999, 0.5329478, -0.2627713, 14.41835, 1.765629, -0.1516460190373501619957256706, 3238.715, -1538.375, -3.908116, 0.01207565, 0.1239967, 80.42197, 2.053021, 1.591576, 12.24411
 
1.119999, 0.5845293, -0.2574418, 14.55118, 1.76792, -0.1863163815048759906484223532, 3302.258, -1539.281, -3.908116, 0.01207565, 0.1239967, 81.21027, 2.050664, 1.591051, 12.25068
 
1.129999, 0.634965, -0.2515966, 14.68421, 1.77016, -0.2196397172379977858332460065, 3366.47, -1540.189, -3.908116, 0.01207565, 0.1239967, 81.99932, 2.048414, 1.590526, 12.25724
 
1.139999, 0.684118, -0.2452469, 14.81747, 1.772402, -0.2515567050071609118685813112, 3431.352, -1541.098, -3.908116, 0.01207565, 0.1239967, 82.78907, 2.046274, 1.59, 12.2638
 
1.149999, 0.7318511, -0.2384057, 14.95096, 1.774646, -0.2820114613571617426558438436, 3496.903, -1542.008, -3.908116, 0.01207565, 0.1239967, 83.57951, 2.044246, 1.589475, 12.27037
 
1.159999, 0.778025, -0.2310872, 15.08461, 1.776813, -0.3109501435207675710270154651, 3563.121, -1542.918, -3.908116, 0.01207565, 0.1239967, 84.37062, 2.04233, 1.588949, 12.27693
 
1.169999, 0.8225054, -0.223307, 15.21851, 1.779008, -0.3383226761546920016858927173, 3630.007, -1543.83, -3.908116, 0.01207565, 0.1239967, 85.16237, 2.040529, 1.588424, 12.2835
 
1.179999, 0.8651508, -0.2150819, 15.35258, 1.781152, -0.3640785129876553503522953068, 3697.561, -1544.743, -3.908116, 0.01207565, 0.1239967, 85.95475, 2.038844, 1.587898, 12.29006
 
1.189999, 0.9058341, -0.2064304, 15.4869, 1.783325, -0.3881782530442191053668280362, 3765.783, -1545.657, -3.908116, 0.01207565, 0.1239967, 86.74775, 2.037275, 1.587373, 12.29663
 
1.199999, 0.9444135, -0.1973721, 15.62137, 1.78542, -0.4105776290930125324756907824, 3834.673, -1546.572, -3.908116, 0.01207565, 0.1239967, 87.54136, 2.035824, 1.586847, 12.30319
 
1.209999, 0.9807577, -0.1879279, 15.75605, 1.787516, -0.4312405366545548521872590828, 3904.231, -1547.488, -3.908116, 0.01207565, 0.1239967, 88.33556, 2.034492, 1.586322, 12.30975
 
1.219999, 1, -0.1781204, 15.89092, 1.789588, -0.4501316561293446814233374204, 3974.456, -1548.404, -3.908116, 0.01207565, 0.1239967, 89.13033, 2.033279, 1.585796, 12.31632
 
1.229999, 1, -0.1681204, 16.02599, 1.791634, -0.4672345050376200452646918289, 4045.349, -1549.322, -3.908116, 0.01207565, 0.1239967, 89.92569, 2.032184, 1.585271, 12.32288
 
1.239999, 1, -0.1581203, 16.1613, 1.79371, -0.4825611705312024152601505543, 4116.911, -1550.241, -3.908116, 0.01207565, 0.1239967, 90.7216, 2.031207, 1.584745, 12.32945
 
1.249999, 1, -0.1481203, 16.2967, 1.79568, -0.4961356699377589481523979629, 4189.138, -1551.161, -3.908116, 0.01207565, 0.1239967, 91.51804, 2.030344, 1.58422, 12.33601
 
1.259999, 1, -0.1381203, 16.43235, 1.797678, -0.5079820205849426728443197515, 4262.034, -1552.082, -3.908116, 0.01207565, 0.1239967, 92.31502, 2.029593, 1.583694, 12.34258
 
1.269999, 1, -0.1281203, 16.5682, 1.799678, -0.5181253386323909592014142318, 4335.598, -1553.004, -3.908116, 0.01207565, 0.1239967, 93.11253, 2.028951, 1.583169, 12.34914
 
1.279999, 1, -0.1181203, 16.70419, 1.801599, -0.5265899553597649201957060303, 4409.829, -1553.927, -3.908116, 0.01207565, 0.1239967, 93.91055, 2.028417, 1.582644, 12.3557
 
1.289999, 1, -0.1081203, 16.84037, 1.803522, -0.5333981613587453313087877085, 4484.728, -1554.851, -3.908116, 0.01207565, 0.1239967, 94.70908, 2.027988, 1.582118, 12.36227
 
1.299999, 1, -0.09812034, 16.97676, 1.805446, -0.5385742879089838869528181130, 4560.293, -1555.776, -3.908116, 0.01207565, 0.1239967, 95.5081, 2.027662, 1.581593, 12.36883
 
1.309999, 1, -0.08812034, 17.1133, 1.807318, -0.5421423523381351857906605706, 4636.527, -1556.702, -3.908116, 0.01207565, 0.1239967, 96.30762, 2.027437, 1.581067, 12.3754
 
1.319999, 1, -0.07812034, 17.25007, 1.809217, -0.5441229185019093196425921375, 4713.427, -1557.629, -3.908116, 0.01207565, 0.1239967, 97.1076, 2.027313, 1.580542, 12.38196
 
1.329999, 1, -0.06812035, 17.38696, 1.811038, -0.5445371781600090020675032800, 4790.995, -1558.557, -3.908116, 0.01207565, 0.1239967, 97.90806, 2.027287, 1.580016, 12.38853
 
1.339999, 1, -0.05812035, 17.52404, 1.81286, -0.5434067940001161077684626298, 4869.229, -1559.485, -3.908116, 0.01207565, 0.1239967, 98.70895, 2.027358, 1.579491, 12.39509
 
1.349999, 1, -0.04812035, 17.66129, 1.814657, -0.5407532717339304460536561731, 4948.131, -1560.415, -3.908116, 0.01207565, 0.1239967, 99.51033, 2.027525, 1.578965, 12.40166
 
1.359999, 1, -0.03812035, 17.79871, 1.816427, -0.5365965473131663474847922964, 5027.698, -1561.346, -3.908116, 0.01207565, 0.1239967, 100.3121, 2.027786, 1.57844, 12.40822
 
1.369999, 1, -0.02812035, 17.93635, 1.818225, -0.5309578124975218163408285761, 5107.93, -1562.278, -3.908116, 0.01207565, 0.1239967, 101.1143, 2.028141, 1.577914, 12.41478
 
1.379999, 1, -0.01812035, 18.07405, 1.819891, -0.5238555904547328859915205233, 5188.831, -1563.211, -3.908116, 0.01207565, 0.1239967, 101.917, 2.028589, 1.577389, 12.42135
 
1.389999, 1, -0.008120352, 18.21206, 1.821691, -0.5153129566564707166517330546, 5270.394, -1564.145, -3.908116, 0.01207565, 0.1239967, 102.72, 2.029129, 1.576863, 12.42791
 
1.399999, 1, 0.001879647, 18.35008, 1.823304, -0.5053462366065010900060188211, 5352.621, -1565.08, -3.908116, 0.01207565, 0.1239967, 103.5235, 2.02976, 1.576338, 12.43448
 
1.409999, 1, 0.01187965, 18.48837, 1.824998, -0.4939741104485625116987251690, 5435.515, -1566.016, -3.908116, 0.01207565, 0.1239967, 104.3273, 2.030481, 1.575812, 12.44104
 
1.419999, 1, 0.02187965, 18.62683, 1.826693, -0.4812160432063728837876283897, 5519.072, -1566.953, -3.908116, 0.01207565, 0.1239967, 105.1315, 2.031293, 1.575287, 12.44761
 
1.429999, 1, 0.03187965, 18.76535, 1.828255, -0.4670897731676825641891445293, 5603.29, -1567.892, -3.908116, 0.01207565, 0.1239967, 105.9361, 2.032194, 1.574761, 12.45417
 
1.439999, 1, 0.04187965, 18.90413, 1.829897, -0.4516133525722295880091193741, 5688.172, -1568.831, -3.908116, 0.01207565, 0.1239967, 106.741, 2.033184, 1.574236, 12.46073
 
1.449999, 1, 0.05187964, 19.04303, 1.831487, -0.4348040487797710241799921351, 5773.714, -1569.771, -3.908116, 0.01207565, 0.1239967, 107.5463, 2.034263, 1.57371, 12.4673
 
1.459999, 0.9974832, 0.06187964, 19.18205, 1.833023, -0.4166814837900303865540861986, 5859.917, -1570.712, -3.908116, 0.01207565, 0.1239967, 108.3519, 2.03543, 1.573185, 12.47386
 
1.469999, 0.9494368, 0.07185447, 19.32128, 1.834587, -0.3972622970587674130452944758, 5946.78, -1571.654, -3.908116, 0.01207565, 0.1239967, 109.1578, 2.036686, 1.572659, 12.48043
 
1.479999, 0.897101, 0.08134884, 19.4606, 1.836069, -0.3766026859931781162215640206, 6034.299, -1572.597, -3.908116, 0.01207565, 0.1239967, 109.964, 2.038028, 1.572134, 12.48699
 
1.489999, 0.8405762, 0.09031985, 19.60007, 1.837553, -0.3547984059519026321047841791, 6122.475, -1573.541, -3.908116, 0.01207565, 0.1239967, 110.7705, 2.03945, 1.571609, 12.49356
 
1.499999, 0.7799818, 0.09872561, 19.73975, 1.839063, -0.3319488227415233665540895130, 6211.306, -1574.486, -3.908116, 0.01207565, 0.1239967, 111.5773, 2.040948, 1.571083, 12.50012
 
1.509999, 0.7154629, 0.1065254, 19.87948, 1.840466, -0.3081575405205638960443837292, 6300.79, -1575.432, -3.908116, 0.01207565, 0.1239967, 112.3843, 2.042515, 1.570558, 12.50669
 
1.519999, 0.6472035, 0.1136801, 20.01943, 1.841924, -0.2835364831754276660075169902, 6390.926, -1576.379, -3.908116, 0.01207565, 0.1239967, 113.1916, 2.044144, 1.570032, 12.51325
 
1.529999, 0.5754096, 0.1201521, 20.15948, 1.843327, -0.2581982024965154528938857583, 6481.712, -1577.328, -3.908116, 0.01207565, 0.1239967, 113.999, 2.045831, 1.569507, 12.51981
 
1.539999, 0.5003253, 0.1259062, 20.29965, 1.844703, -0.2322627851221112383376500768, 6573.146, -1578.277, -3.908116, 0.01207565, 0.1239967, 114.8067, 2.047566, 1.568981, 12.52638
 
1.549999, 0.4222186, 0.1309094, 20.43995, 1.846052, -0.2058493758345187050449268385, 6665.222, -1579.227, -3.908116, 0.01207565, 0.1239967, 115.6145, 2.049343, 1.568456, 12.53294
 
1.559999, 0.3414008, 0.1351316, 20.58037, 1.847374, -0.1790844972879348267108257217, 6757.944, -1580.178, -3.908116, 0.01207565, 0.1239967, 116.4226, 2.051154, 1.56793, 12.53951
 
1.569999, 0.2582189, 0.1385456, 20.72096, 1.848724, -0.1520975761925151924316468877, 6851.306, -1581.13, -3.908116, 0.01207565, 0.1239967, 117.2307, 2.05299, 1.567405, 12.54607
 
1.579999, 0.1730507, 0.1411278, 20.86158, 1.849964, -0.1250184316984096418143400970, 6945.305, -1582.083, -3.908116, 0.01207565, 0.1239967, 118.039, 2.054844, 1.566879, 12.55264
 
1.589999, 0.08630733, 0.1428583, 21.00239, 1.851259, -0.0979790021317384427977419200, 7039.938, -1583.037, -3.908116, 0.01207565, 0.1239967, 118.8473, 2.056705, 1.566354, 12.5592
 
1.599999, -0.001567774, 0.1437214, 21.14328, 1.852499, -0.0711111002378227110689751929, 7135.204, -1583.993, -3.908116, 0.01207565, 0.1239967, 119.6557, 2.058565, 1.565828, 12.56576
 
1.609999, -0.09009601, 0.1437057, 21.28428, 1.853712, -0.0445479829411637667460138611, 7231.102, -1584.949, -3.908116, 0.01207565, 0.1239967, 120.4642, 2.060415, 1.565303, 12.57233
 
1.619999, -0.1787577, 0.1428048, 21.4254, 1.854925, -0.0184257013390223263717722761, 7327.629, -1585.906, -3.908116, 0.01207565, 0.1239967, 121.2728, 2.062244, 1.564777, 12.57889
 
1.629999, -0.266967, 0.1410172, 21.56659, 1.856083, 0.0071251483872622157192469716, 7424.777, -1586.865, -3.908116, 0.01207565, 0.1239967, 122.0813, 2.063039, 1.564252, 12.58546
 
1.639999, -0.3532736, 0.1383475, 21.70787, 1.857213, 0.0319742369155472901874525500, 7522.546, -1587.824, -3.908116, 0.01207565, 0.1239967, 122.8898, 2.061294, 1.563727, 12.59202
 
1.649999, -0.4368484, 0.1348148, 21.84929, 1.858369, 0.0559947982788392337200156531, 7620.933, -1588.784, -3.908116, 0.01207565, 0.1239967, 123.6983, 2.059617, 1.563201, 12.59859
 
1.659999, -0.5172137, 0.1304463, 21.99078, 1.859472, 0.0790640537004881909724357298, 7719.938, -1589.745, -3.908116, 0.01207565, 0.1239967, 124.5068, 2.058013, 1.562676, 12.60515
 
1.669999, -0.5939049, 0.1252742, 22.13228, 1.86049, 0.1010641769965727872257153664, 7819.553, -1590.707, -3.908116, 0.01207565, 0.1239967, 125.3152, 2.056492, 1.56215, 12.61172
 
1.679999, -0.6664862, 0.1193351, 22.27401, 1.861619, 0.1218860070582487929700219655, 7919.781, -1591.671, -3.908116, 0.01207565, 0.1239967, 126.1236, 2.055059, 1.561625, 12.61828
 
1.689999, -0.7345322, 0.1126703, 22.4157, 1.862609, 0.1414262379813883814203038158, 8020.615, -1592.635, -3.908116, 0.01207565, 0.1239967, 126.9318, 2.05372, 1.561099, 12.62484
 
1.699999, -0.7976525, 0.1053249, 22.5575, 1.8636, 0.1595916888137194389470111591, 8122.054, -1593.6, -3.908116, 0.01207565, 0.1239967, 127.7399, 2.05248, 1.560574, 12.63141
 
1.709999, -0.8554814, 0.09734841, 22.6994, 1.864589, 0.1762983303036394345092107312, 8224.101, -1594.566, -3.908116, 0.01207565, 0.1239967, 128.548, 2.051343, 1.560048, 12.63797
 
1.719999, -0.9076658, 0.08879359, 22.84139, 1.865577, 0.1914677058474664233763618161, 8326.744, -1595.534, -3.908116, 0.01207565, 0.1239967, 129.3559, 2.050315, 1.559523, 12.64454
 
1.729999, -0.9539011, 0.07971694, 22.9834, 1.866483, 0.2050362401661063927115916843, 8429.986, -1596.502, -3.908116, 0.01207565, 0.1239967, 130.1636, 2.049398, 1.558997, 12.6511
 
1.739999, -0.993897, 0.07017793, 23.12553, 1.867415, 0.2169463230683803234750675172, 8533.828, -1597.471, -3.908116, 0.01207565, 0.1239967, 130.9712, 2.048595, 1.558472, 12.65767
 
1.749999, -1, 0.06023896, 23.26773, 1.868319, 0.2271519605869436582317184266, 8638.265, -1598.442, -3.908116, 0.01207565, 0.1239967, 131.7787, 2.047909, 1.557946, 12.66423
 
1.759999, -1, 0.05023896, 23.40993, 1.869138, 0.2356404376659775944141698667, 8743.294, -1599.413, -3.908116, 0.01207565, 0.1239967, 132.586, 2.047339, 1.557421, 12.67079
 
